JHWY	INTERSECTION	TYPE	LATITUDE	LONGITUDE
j31	VUZ  	VORTAC  	33.670194	86.899806
j32	OAK  	VORTAC  	37.725917	122.223583
j32	SAC  	VORTAC  	38.443667	121.551611
j32	COLOM	RPRT_PT 	38.839250	120.869528
j32	FMG  	VORTAC  	39.531278	119.656083
j32	LLC  	VORTAC  	40.124917	118.577639
j32	BAM  	VORTAC  	40.569139	116.922250
j32	PARKA	COORDN FIX	41.850361	113.470806
j32	MLD  	VOR     	42.199889	112.451222
j32	BOY  	VORTAC  	43.463139	108.299722
j32	CZI  	VOR     	43.999722	106.435722
j32	DPR  	VORTAC  	45.078167	101.715083
j32	ABR  	VOR     	45.417389	98.368722
j32	DLH  	VORTAC  	46.802167	92.202861
j32	YQT  	VORTAC  	48.253778	89.437306
j33	IAH  	VORTAC  	29.956944	95.345722
j33	STELL	RPRT_PT 	30.840028	95.544667
j33	CRIED	RPRT_PT 	31.354083	95.662194
j33	DONIE	RPRT_PT 	31.617944	95.722056
j33	DFW  	VORTAC  	32.865917	97.028056
j34	HQM  	VORTAC  	46.947028	124.149278
j34	OLM  	VORTAC  	46.971639	122.901833
j34	RADDY	RPRT_PT 	47.074472	121.516167
j34	MWH  	VOR     	47.210861	119.316806
j34	ODESS	RPRT_PT 	47.136889	117.974194
j34	HLN  	VORTAC  	46.606833	111.953472
j34	BIL  	VORTAC  	45.808528	108.624583
j34	RECAP	RPRT_PT 	45.441167	104.643528
j34	DPR  	VORTAC  	45.078167	101.715083
j34	RWF  	VORTAC  	44.467250	95.128333
j34	ODI  	VORTAC  	43.912389	91.467611
j34	HILRO	RPRT_PT 	43.651667	90.224861
j34	DLL  	VORTAC  	43.550861	89.763583
j34	BAE  	VORTAC  	43.116861	88.284361
j34	ADALE	RPRT_PT 	42.852972	86.011000
j34	GRR  	VOR     	42.786722	85.497083
j34	HASTE	RPRT_PT 	42.670944	85.167417
j34	ALPHE	RPRT_PT 	42.435889	84.509889
j34	CRL  	VORTAC  	42.048083	83.457639
j34	DJB  	VORTAC  	41.358083	82.161944
j34	MAINE	RPRT_PT 	40.893361	81.688000
j34	SPOOL	RPRT_PT 	40.429694	81.223639
j34	AIR  	VOR     	40.017028	80.817250
j34	BUCKO	RPRT_PT 	39.293833	79.825028
j34	ESL  	VOR     	39.225500	78.989500
j34	DRUZZ	RPRT_PT 	39.163417	78.357972
j34	TRIXY	RPRT_PT 	39.139222	78.121111
j35	LEV  	VORTAC  	29.175222	90.104028
j35	MCB  	VORTAC  	31.304444	90.258194
j35	MCGEE	RPRT_PT 	31.722000	90.261833
j35	SQS  	VORTAC  	33.463861	90.277333
j35	MEM  	VORTAC  	35.062639	89.981583
j35	KIMEL	RPRT_PT 	36.127833	90.082528
j35	FAM  	VORTAC  	37.673444	90.234028
j35	STL  	VORTAC  	38.860694	90.482361
j35	FARGO	RPRT_PT 	39.721611	89.769278
j35	CAP  	VORTAC  	39.892167	89.625444
j35	PNT  	VOR     	40.821194	88.733500
j35	JOT  	VORTAC  	41.546389	88.318417
j35	OBK  	VORTAC  	42.223806	87.951639
j36	MLP  	VOR     	47.456917	115.646056
j36	GTF  	VORTAC  	47.449972	111.412167
j36	HILGR	RPRT_PT 	47.359639	109.151861
j36	DIK  	VORTAC  	46.859972	102.773500
j36	FAR  	VORTAC  	46.753389	96.851333
j36	GEP  	VORTAC  	45.145694	93.373194
j36	ODI  	VORTAC  	43.912389	91.467611
j36	DUTYS	RPRT_PT 	43.130611	89.334972
j36	BAE  	VORTAC  	43.116861	88.284361
j36	TP   	TRNG_PT 	43.198444	86.273278
j36	FNT  	VORTAC  	42.966056	83.741083
j36	ATTIX	RPRT_PT 	42.917111	83.430472
j36	GOOSS	RPRT_PT 	42.680417	82.003917
j36	DKK  	VORTAC  	42.490556	79.274111
j36	MINEO	RPRT_PT 	41.769806	76.522389
j36	LHY  	VORTAC  	41.475778	75.482639
j36	COATE	RPRT_PT 	41.136194	74.695167
j36	SAX  	VORTAC  	41.067500	74.538333
j37	HUB  	VOR     	29.650250	95.278944
j37	HEIGH	RPRT_PT 	29.646500	94.286944
j37	PEKON	RPRT_PT 	29.623028	92.924167
j37	HRV  	VORTAC  	29.850194	90.002972
j37	SJI  	VORTAC  	30.726000	88.359278
j37	CALVI	COORDN FIX	31.273444	87.625750
j37	MGM  	VORTAC  	32.222333	86.319722
j37	SPA  	VORTAC  	35.033639	81.927056
j37	COLZI	RPRT_PT 	36.227611	80.508778
j37	SANNY	RPRT_PT 	37.000750	79.555806
j37	LYH  	VORTAC  	37.254639	79.236472
j37	GVE  	VORTAC  	38.013556	78.152944
j37	BRV  	VORTAC  	38.336278	77.352778
j37	CLASY	RPRT_PT 	38.803083	75.921167
j37	NALES	RPRT_PT 	38.893139	75.636361
j37	VILLS	RPRT_PT 	39.301056	75.110528
j37	CYN  	VORTAC  	39.817306	74.431611
j37	JFK  	VOR     	40.632889	73.771389
j37	DUEYS	RPRT_PT 	41.152639	73.796806
j37	GANDE	RPRT_PT 	41.510167	73.814556
j37	IGN  	VOR     	41.665444	73.822306
j37	ALB  	VORTAC  	42.747278	73.803194
j37	TUPER	RPRT_PT 	44.196111	74.410083
j37	MSS  	VORTAC  	44.914389	74.722694
j38	VBI  	VORTAC  	49.476944	94.046667
j38	DLH  	VORTAC  	46.802167	92.202861
j38	GRB  	VORTAC  	44.555167	88.194861
j38	PECOK	RPRT_PT 	44.007806	85.720972
j38	DIRKS	RPRT_PT 	43.499278	83.648028
j38	ECK  	VORTAC  	43.255889	82.717917
j39	CEW  	VORTAC  	30.826194	86.679139
j39	MGM  	VORTAC  	32.222333	86.319722
j39	VUZ  	VORTAC  	33.670194	86.899806
j39	SALMS	RPRT_PT 	35.017028	86.784028
j39	BNA  	VORTAC  	36.136972	86.684778
j39	IIU  	VORTAC  	38.103556	85.577472
j39	GBEES	RPRT_PT 	38.698556	85.170250
j39	HICKI	RPRT_PT 	39.018611	84.948000
j39	CREEP	RPRT_PT 	39.920944	84.308667
j39	ROD  	VORTAC  	40.287806	84.043139
j40	MGM  	VORTAC  	32.222333	86.319722
j40	MCN  	VORTAC  	32.691167	83.647194
j40	TWINS	RPRT_PT 	32.778528	82.312194
j40	CHS  	VORTAC  	32.894306	80.037806
j40	ILM  	VORTAC  	34.351611	77.874361
j40	TYI  	VORTAC  	35.976778	77.703750
j40	RIC  	VORTAC  	37.502333	77.320278
j41	EYW  	VORTAC  	24.585778	81.800500
j41	MARCI	RPRT_PT 	25.891056	81.784000
j41	RSW  	VORTAC  	26.529889	81.775778
j41	PIE  	VORTAC  	27.907778	82.684306
j41	TABIR	RPRT_PT 	28.419861	83.003278
j41	PLYER	RPRT_PT 	28.947611	83.335722
j41	LEGGT	RPRT_PT 	29.222917	83.510722
j41	HEVVN	RPRT_PT 	29.822028	83.895306
j41	TLH  	VORTAC  	30.556167	84.373972
j41	MGM  	VORTAC  	32.222333	86.319722
j41	VUZ  	VORTAC  	33.670194	86.899806
j41	MEM  	VORTAC  	35.062639	89.981583
j41	ARKOE	RPRT_PT 	35.745806	90.945861
j41	SGF  	VORTAC  	37.355972	93.334056
j41	EUNIK	RPRT_PT 	38.195722	93.873722
j41	SCAWT	RPRT_PT 	38.355278	93.977861
j41	MKC  	VORTAC  	39.279361	94.591389
j41	AGENT	RPRT_PT 	39.635750	94.802250
j41	OVR  	VORTAC  	41.167278	95.736722
j42	DEL  	VOR     	28.216667	105.450000
j42	FST  	VORTAC  	30.952111	102.975722
j42	LOWGO	RPRT_PT 	31.434083	102.022278
j42	ABI  	VORTAC  	32.481361	99.863444
j42	DFW  	VORTAC  	32.865917	97.028056
j42	TXK  	VORTAC  	33.513861	94.073222
j42	MATIE	RPRT_PT 	34.118639	92.535694
j42	MEM  	VORTAC  	35.062639	89.981583
j42	BNA  	VORTAC  	36.136972	86.684778
j42	SWAPP	RPRT_PT 	36.613833	85.182222
j42	GHATS	RPRT_PT 	36.801861	84.567333
j42	FOUNT	RPRT_PT 	36.956750	84.050528
j42	TONIO	RPRT_PT 	37.254222	83.029861
j42	KONGO	RPRT_PT 	37.505444	82.136778
j42	NEALS	RPRT_PT 	37.596111	81.806833
j42	BKW  	VORTAC  	37.780306	81.123472
j42	ASBUR	RPRT_PT 	37.823444	80.464306
j42	DENNY	RPRT_PT 	37.866722	79.737028
j42	MOL  	VOR     	37.900528	79.106889
j42	GVE  	VORTAC  	38.013556	78.152944
j42	OTT  	VORTAC  	38.705861	76.744750
j42	GRACO	RPRT_PT 	38.941611	76.199778
j42	AGARD	RPRT_PT 	39.043583	76.069750
j42	BROSS	RPRT_PT 	39.191222	75.880500
j42	OOD  	VORTAC  	39.636028	75.303028
j42	DAVYS	RPRT_PT 	39.922389	74.897139
j42	BRAND	RPRT_PT 	40.035056	74.735944
j42	RBV  	VORTAC  	40.202389	74.495000
j42	LAURN	RPRT_PT 	40.551611	74.120472
j42	LGA  	VOR     	40.783722	73.868611
j42	MARIO	RPRT_PT 	41.246250	73.313639
j42	PACER	RPRT_PT 	41.439833	72.940472
j42	HFD  	VOR     	41.641056	72.547639
j42	PUT  	VOR     	41.955472	71.844111
j42	BOS  	VORTAC  	42.357472	70.989556
j43	DHP  	VORTAC  	25.799972	80.349028
j43	WINCO	RPRT_PT 	26.417361	80.971806
j43	LBV  	VORTAC  	26.828167	81.391444
j43	PIE  	VORTAC  	27.907778	82.684306
j43	TABIR	RPRT_PT 	28.419861	83.003278
j43	PLYER	RPRT_PT 	28.947611	83.335722
j43	LEGGT	RPRT_PT 	29.222917	83.510722
j43	HEVVN	RPRT_PT 	29.822028	83.895306
j43	TLH  	VORTAC  	30.556167	84.373972
j43	NEDDY	RPRT_PT 	31.064167	84.383778
j43	SOTWO	RPRT_PT 	33.044722	84.423111
j43	ATL  	VORTAC  	33.629083	84.435056
j43	NOTWO	RPRT_PT 	34.202778	84.301667
j43	VXV  	VORTAC  	35.904833	83.894722
j43	FOUNT	RPRT_PT 	36.956750	84.050528
j43	YOCKY	RPRT_PT 	37.654083	84.156222
j43	DACOS	RPRT_PT 	38.204222	84.241028
j43	FLM  	VOR     	38.649500	84.310639
j43	ROD  	VORTAC  	40.287806	84.043139
j43	MAYZE	RPRT_PT 	41.438556	83.664083
j43	IDEAS	RPRT_PT 	41.771444	83.551833
j43	CRL  	VORTAC  	42.048083	83.457639
j43	SSM  	VORTAC  	46.412056	84.314889
j44	PXR  	VORTAC  	33.433028	111.970194
j44	INW  	VORTAC  	35.061611	110.795028
j44	DILCO	RPRT_PT 	35.531250	110.065361
j44	FMN  	VORTAC  	36.748361	108.098944
j44	ALS  	VORTAC  	37.349139	105.815556
j44	TP   	TRNG_PT 	38.602806	105.387278
j44	FQF  	VORTAC  	39.690139	104.620972
j44	MCK  	VOR     	40.203806	100.594222
j44	LNK  	VORTAC  	40.923778	96.742028
j45	VKZ  	VOR     	25.751917	80.154444
j45	HEATT	RPRT_PT 	26.490972	79.946194
j45	BLUFI	RPRT_PT 	26.893806	79.831500
j45	VRB  	VORTAC  	27.678417	80.489611
j45	OVIDO	RPRT_PT 	28.682306	81.152750
j45	OMN  	VORTAC  	29.303250	81.112694
j45	CRG  	VORTAC  	30.338861	81.509944
j45	YULEE	RPRT_PT 	30.714528	81.819639
j45	HILRD	RPRT_PT 	30.846778	81.929389
j45	AMG  	VORTAC  	31.536528	82.508083
j45	MCN  	VORTAC  	32.691167	83.647194
j45	ATL  	VORTAC  	33.629083	84.435056
j45	BNA  	VORTAC  	36.136972	86.684778
j45	LAJUG	RPRT_PT 	36.612083	87.315944
j45	TINGS	RPRT_PT 	37.306528	88.260944
j45	DENNI	RPRT_PT 	37.622972	88.700944
j45	PLESS	RPRT_PT 	37.809639	88.963278
j45	STL  	VORTAC  	38.860694	90.482361
j45	TWAIN	RPRT_PT 	39.691111	91.465333
j45	COLIE	RPRT_PT 	40.280583	92.183861
j45	CHASY	RPRT_PT 	40.693944	92.698639
j45	JAVAS	RPRT_PT 	40.765611	92.788806
j45	DSM  	VORTAC  	41.437583	93.648583
j45	FSD  	VORTAC  	43.649528	96.781167
j45	ABR  	VOR     	45.417389	98.368722
j46	TUL  	VORTAC  	36.196278	95.788083
j46	PLIED	RPRT_PT 	36.133194	91.611500
j46	ARG  	VORTAC  	36.109972	90.953667
j46	KIMEL	RPRT_PT 	36.127833	90.082528
j46	BNA  	VORTAC  	36.136972	86.684778
j46	VXV  	VORTAC  	35.904833	83.894722
j47	CHS  	VORTAC  	32.894306	80.037806
j47	CAE  	VORTAC  	33.857250	81.053833
j47	SPA  	VORTAC  	35.033639	81.927056
j48	LANNA	RPRT_PT 	40.559750	75.027694
j48	PTW  	VORTAC  	40.222278	75.560278
j48	BYRDD	RPRT_PT 	40.092194	75.818694
j48	HAAGN	RPRT_PT 	39.961500	76.076194
j48	PENSY	RPRT_PT 	39.907222	76.182528
j48	EMI  	VORTAC  	39.495028	76.978528
j48	CSN  	VORTAC  	38.641222	77.865528
j48	MOL  	VOR     	37.900528	79.106889
j48	JOINN	RPRT_PT 	37.017750	80.316278
j48	ODF  	VORTAC  	34.695861	83.297667
j49	PSB  	VORTAC  	40.916250	77.992722
j49	DARBO	RPRT_PT 	41.800306	75.951111
j49	BUFFY	RPRT_PT 	41.941111	75.612611
j49	HNK  	VOR     	42.063056	75.316278
j49	HAMEN	COORDN FIX	42.207250	75.003750
j49	ALB  	VORTAC  	42.747278	73.803194
j49	RUMMY	RPRT_PT 	43.478167	72.177250
j49	SQUAM	RPRT_PT 	43.777778	71.483583
j49	FRIAR	RPRT_PT 	44.441389	69.884528
j49	BGR  	VORTAC  	44.841806	68.873944
j49	PQI  	VORTAC  	46.774250	68.094556
j50	EHF  	VORTAC  	35.484556	119.097306
j50	LANDO	RPRT_PT 	35.012444	118.616389
j50	PDZ  	VORTAC  	33.918361	117.530000
j50	BLH  	VORTAC  	33.596056	114.761194
j50	SALOM	RPRT_PT 	33.516194	113.888889
j50	KOFFA	RPRT_PT 	33.463583	113.348861
j50	GBN  	VORTAC  	32.956278	112.674278
j50	TFD  	VORTAC  	32.885861	111.908722
j50	TOTEC	RPRT_PT 	32.826639	111.642222
j50	ITEMM	RPRT_PT 	32.586472	110.589778
j50	SSO  	VORTAC  	32.269250	109.263083
j50	ALIBY	RPRT_PT 	31.921361	107.778917
j50	ELP  	VORTAC  	31.815917	106.281889
j50	LINZY	RPRT_PT 	31.754472	105.043972
j50	INK  	VORTAC  	31.874778	103.243583
j50	ABI  	VORTAC  	32.481361	99.863444
j50	HICOE	RPRT_PT 	31.938139	98.118972
j50	ACT  	VORTAC  	31.662333	97.269028
j50	TORNN	RPRT_PT 	31.520417	96.514778
j50	CRIED	RPRT_PT 	31.354083	95.662194
j50	LFK  	VORTAC  	31.162361	94.716944
j50	AEX  	VORTAC  	31.256639	92.500694
j50	MCB  	VORTAC  	31.304444	90.258194
j50	CEW  	VORTAC  	30.826194	86.679139
j51	CRG  	VORTAC  	30.338861	81.509944
j51	TP   	TRNG_PT 	31.252361	81.435611
j51	SAV  	VORTAC  	32.160583	81.112528
j51	CAE  	VORTAC  	33.857250	81.053833
j51	CASAT	RPRT_PT 	34.473472	80.376306
j51	TUBAS	RPRT_PT 	35.166056	79.597556
j51	FLOPS	RPRT_PT 	35.703667	79.205917
j51	FOZZY	RPRT_PT 	36.373750	78.708972
j51	CREWE	RPRT_PT 	37.022972	78.217694
j51	FAK  	VORTAC  	37.528500	77.828222
j51	OTT  	VORTAC  	38.705861	76.744750
j51	PALEO	RPRT_PT 	39.029333	76.371194
j51	SWANN	RPRT_PT 	39.151472	76.228861
j51	KERNO	RPRT_PT 	39.310056	76.042861
j51	DQO  	VORTAC  	39.678139	75.607083
j51	ARD  	VOR     	40.253361	74.907583
j52	YVR  	VORTAC  	49.077333	123.149111
j52	TWISP	RPRT_PT 	48.269111	120.038250
j52	GEG  	VORTAC  	47.564944	117.626889
j52	LKT  	VOR     	45.021306	114.084250
j52	DBS  	VORTAC  	44.088861	112.209333
j52	OCS  	VORTAC  	41.590222	109.015306
j52	FQF  	VORTAC  	39.690139	104.620972
j52	QUAIL	RPRT_PT 	39.259556	104.127333
j52	HGO  	VORTAC  	38.815000	103.626056
j52	LAA  	VORTAC  	38.197083	102.687583
j52	DRAWL	RPRT_PT 	37.485444	101.617278
j52	LBL  	VORTAC  	37.044389	100.971194
j52	ROLLS	RPRT_PT 	35.722722	99.470639
j52	DANKS	RPRT_PT 	35.630472	99.325667
j52	CRUSR	RPRT_PT 	35.350583	98.889417
j52	ADM  	VORTAC  	34.211556	97.168333
j52	DFW  	VORTAC  	32.865917	97.028056
j52	TXK  	VORTAC  	33.513861	94.073222
j52	WOOTN	RPRT_PT 	33.510944	92.915778
j52	SUTTN	RPRT_PT 	33.505861	92.374556
j52	SQS  	VORTAC  	33.463861	90.277333
j52	IGB  	VORTAC  	33.485500	88.513611
j52	VUZ  	VORTAC  	33.670194	86.899806
j52	ATL  	VORTAC  	33.629083	84.435056
j52	IRQ  	VORTAC  	33.707361	82.162056
j52	CAE  	VORTAC  	33.857250	81.053833
j52	CASAT	RPRT_PT 	34.473472	80.376306
j52	TUBAS	RPRT_PT 	35.166056	79.597556
j52	RDU  	VORTAC  	35.872528	78.783333
j52	JADEE	RPRT_PT 	36.564556	78.171667
j52	ZITTO	RPRT_PT 	36.861444	77.904972
j52	RIC  	VORTAC  	37.502333	77.320278
j53	DHP  	VORTAC  	25.799972	80.349028
j53	BRIKL	RPRT_PT 	26.138000	80.388389
j53	HEDLY	RPRT_PT 	26.582667	80.597000
j53	PHK  	VORTAC  	26.782722	80.691444
j53	TP   	TRNG_PT 	27.866556	81.087861
j53	ORL  	VORTAC  	28.542722	81.335000
j53	BARBS	RPRT_PT 	29.307444	81.408722
j53	CRG  	VORTAC  	30.338861	81.509944
j53	NOWAY	RPRT_PT 	31.206556	81.749000
j53	DUNKN	RPRT_PT 	31.978306	81.965444
j53	GRADY	RPRT_PT 	32.667778	82.042917
j53	IRQ  	VORTAC  	33.707361	82.162056
j53	SPA  	VORTAC  	35.033639	81.927056
j53	PSK  	VORTAC  	37.087694	80.712889
j53	ASBUR	RPRT_PT 	37.823444	80.464306
j53	BOGGE	RPRT_PT 	37.977972	80.411444
j53	ROCKA	RPRT_PT 	38.036889	80.391222
j53	OAKLE	RPRT_PT 	38.120500	80.362444
j53	PERRI	RPRT_PT 	38.297361	80.301417
j53	PERKS	RPRT_PT 	38.661333	80.174833
j53	STEVY	RPRT_PT 	38.819833	80.119278
j53	RICCS	RPRT_PT 	38.920722	80.083806
j53	SINDE	RPRT_PT 	39.004833	80.089306
j53	LOONS	RPRT_PT 	39.507778	80.122417
j53	EWC  	VORTAC  	40.825194	80.211556
j54	TOU  	VORTAC  	48.299889	124.627056
j54	OLM  	VORTAC  	46.971639	122.901833
j54	SUMMA	RPRT_PT 	46.617861	121.988333
j54	BKE  	VOR     	44.840583	117.807861
j54	BOI  	VORTAC  	43.552806	116.192139
j54	PIH  	VORTAC  	42.870389	112.652222
j54	CKW  	VOR     	41.755722	107.581972
j54	LAR  	VORTAC  	41.337861	105.720944
j55	DHP  	VORTAC  	25.799972	80.349028
j55	THNDR	RPRT_PT 	26.627333	80.866583
j55	LLAKE	RPRT_PT 	27.354889	81.329139
j55	INPIN	RPRT_PT 	28.659444	81.931528
j55	CRG  	VORTAC  	30.338861	81.509944
j55	TP   	TRNG_PT 	31.252361	81.435611
j55	SAV  	VORTAC  	32.160583	81.112528
j55	CHS  	VORTAC  	32.894306	80.037806
j55	FLO  	VORTAC  	34.232944	79.657111
j55	TUBAS	RPRT_PT 	35.166056	79.597556
j55	RDU  	VORTAC  	35.872528	78.783333
j55	JADEE	RPRT_PT 	36.564556	78.171667
j55	ZITTO	RPRT_PT 	36.861444	77.904972
j55	HPW  	VORTAC  	37.328861	77.115944
j55	HUBBS	RPRT_PT 	37.961861	76.645972
j55	SIE  	VORTAC  	39.095500	74.800333
j55	AVALO	RPRT_PT 	39.281806	74.514111
j55	BRIGS	RPRT_PT 	39.523528	74.138833
j55	DRIFT	RPRT_PT 	39.814861	73.680417
j55	MANTA	RPRT_PT 	39.901944	73.542111
j55	PLUME	RPRT_PT 	40.118528	73.285556
j55	SHERL	RPRT_PT 	40.255917	73.121583
j55	DUNEE	RPRT_PT 	40.323444	73.040583
j55	SARDI	RPRT_PT 	40.524056	72.798861
j55	SHLEP	RPRT_PT 	40.684861	72.603111
j55	HOFFI	RPRT_PT 	40.800972	72.461694
j55	HTO  	VORTAC  	40.919000	72.316694
j55	PARCH	RPRT_PT 	41.099250	72.120750
j55	TRAIT	RPRT_PT 	41.284667	71.917583
j55	PVD  	VORTAC  	41.724333	71.429639
j55	BOS  	VORTAC  	42.357472	70.989556
j55	ENE  	VORTAC  	43.425694	70.613528
j55	FRIAR	RPRT_PT 	44.441389	69.884528
j55	PQI  	VORTAC  	46.774250	68.094556
j55	YYY  	VOR     	48.612250	68.208917
j56	MVA  	VORTAC  	38.565306	118.032833
j56	SLC  	VORTAC  	40.850250	111.981917
j56	CHE  	VOR     	40.520083	107.304889
j56	RIDJE	RPRT_PT 	40.518083	105.638500
j56	TOMSN	RPRT_PT 	40.356667	105.437389
j56	FQF  	VORTAC  	39.690139	104.620972
j57	TCS  	VORTAC  	33.282528	107.280528
j57	ONM  	VORTAC  	34.338889	106.820472
j57	ABQ  	VORTAC  	35.043806	106.816306
j58	OAK  	VORTAC  	37.725917	122.223583
j58	ECA  	VORTAC  	37.833583	121.171417
j58	DUCKE	RPRT_PT 	37.897694	120.101056
j58	TIOGA	RPRT_PT 	37.932944	119.428028
j58	OAL  	VORTAC  	38.003250	117.770444
j58	ILC  	VORTAC  	38.250194	114.394222
j58	MLF  	VORTAC  	38.360361	113.013222
j58	FMN  	VORTAC  	36.748361	108.098944
j58	RGINA	RPRT_PT 	36.463056	107.296083
j58	ESPAN	RPRT_PT 	36.119778	106.357028
j58	LVS  	VORTAC  	35.657583	105.135583
j58	AMA  	VORTAC  	35.287528	101.639306
j58	SPS  	VORTAC  	33.987250	98.593500
j58	BATIK	RPRT_PT 	33.487639	97.887583
j58	DFW  	VORTAC  	32.865917	97.028056
j58	MOTLY	RPRT_PT 	31.849722	94.098833
j58	TURNN	RPRT_PT 	31.680750	93.635889
j58	AEX  	VORTAC  	31.256639	92.500694
j58	PEBBY	RPRT_PT 	30.670306	91.440194
j58	BANTR	RPRT_PT 	30.515667	91.165139
j58	HRV  	VORTAC  	29.850194	90.002972
j58	BEMAR	RPRT_PT 	29.757306	89.821167
j58	SEDAN	RPRT_PT 	29.125861	88.606694
j58	NEPTA	RPRT_PT 	28.610306	87.641167
j58	TP   	TRNG_PT 	28.435806	86.920167
j58	COVIA	RPRT_PT 	27.936306	84.736056
j58	BOXKR	RPRT_PT 	27.586000	83.298778
j58	SRQ  	VORTAC  	27.397778	82.554278
j58	RSW  	VORTAC  	26.529889	81.775778
j58	KUBIC	RPRT_PT 	26.097667	80.949528
j58	TP   	TRNG_PT 	25.854694	80.491667
j58	DHP  	VORTAC  	25.799972	80.349028
j59	PSB  	VORTAC  	40.916250	77.992722
j59	ZUUCS	RPRT_PT 	41.372139	77.641306
j59	EXTOL	RPRT_PT 	42.654056	76.621278
j59	AUDIL	RPRT_PT 	42.871861	76.443056
j59	SYR  	VORTAC  	43.160528	76.204556
j60	LAX  	VORTAC  	33.933139	118.432028
j60	PDZ  	VORTAC  	33.918361	117.530000
j60	CIVET	RPRT_PT 	34.034417	117.390889
j60	RESOR	RPRT_PT 	34.390083	116.961333
j60	HEC  	VORTAC  	34.797028	116.462917
j60	BLD  	VORTAC  	35.995778	114.863583
j60	BCE  	VORTAC  	37.689194	112.303889
j60	HVE  	VORTAC  	38.416806	110.699722
j60	DBL  	VOR     	39.439333	106.894694
j60	DVV  	VORTAC  	39.894694	104.624333
j60	HCT  	VORTAC  	40.454056	100.923583
j60	DRABS	RPRT_PT 	40.759167	98.374694
j60	LNK  	VORTAC  	40.923778	96.742028
j60	CNOTA	RPRT_PT 	41.434111	92.490139
j60	IOW  	VORTAC  	41.518972	91.613250
j60	VORIN	RPRT_PT 	41.548000	89.336361
j60	JOT  	VORTAC  	41.546389	88.318417
j60	HOBAR	RPRT_PT 	41.541806	87.208639
j60	GSH  	VORTAC  	41.525194	86.027972
j60	ASHEN	RPRT_PT 	41.480500	84.646778
j60	NAPOL	RPRT_PT 	41.460444	84.152139
j60	MAYZE	RPRT_PT 	41.438556	83.664083
j60	DJB  	VORTAC  	41.358083	82.161944
j60	PHATY	RPRT_PT 	41.301556	81.534194
j60	HAGUD	RPRT_PT 	41.192139	80.416111
j60	TYSUN	RPRT_PT 	41.165111	80.156333
j60	MIDST	RPRT_PT 	40.969694	78.427556
j60	PSB  	VORTAC  	40.916250	77.992722
j60	DOOTH	RPRT_PT 	40.875306	77.689806
j60	FORTT	RPRT_PT 	40.839750	77.434806
j60	DIMMO	RPRT_PT 	40.630667	76.005667
j60	ETX  	VORTAC  	40.580972	75.683972
j60	ELIOT	RPRT_PT 	40.818528	75.130056
j60	SAX  	VORTAC  	41.067500	74.538333
j61	EDDYS	RPRT_PT 	36.440417	76.450111
j61	FORTS	RPRT_PT 	37.529278	76.589472
j61	HUBBS	RPRT_PT 	37.961861	76.645972
j61	DAILY	RPRT_PT 	38.560500	76.725306
j61	OTT  	VORTAC  	38.705861	76.744750
j61	EMI  	VORTAC  	39.495028	76.978528
j61	LARRI	RPRT_PT 	39.950639	77.298361
j61	MICAH	RPRT_PT 	40.159222	77.446417
j61	BURNI	RPRT_PT 	40.656833	77.803917
j61	PSB  	VORTAC  	40.916250	77.992722
j61	BUF  	VOR     	42.929000	78.646333
j62	RBV  	VORTAC  	40.202389	74.495000
j62	JOANI	RPRT_PT 	40.304083	74.108361
j62	CREEL	RPRT_PT 	40.447361	73.552972
j62	SHLEP	RPRT_PT 	40.684861	72.603111
j62	RIFLE	RPRT_PT 	40.690056	72.581917
j62	ACK  	VOR     	41.281833	70.026694
j63	JFK  	VOR     	40.632889	73.771389
j63	HUO  	VOR     	41.409667	74.591611
j63	STOMP	RPRT_PT 	41.596306	74.796611
j63	LOXXE	RPRT_PT 	42.574889	75.725972
j63	FABEN	RPRT_PT 	42.853333	75.952194
j63	SYR  	VORTAC  	43.160528	76.204556
j63	EHMAN	RPRT_PT 	43.144917	78.350944
j63	YWT  	VOR     	43.458667	80.379278
j63	ASP  	VOR     	44.449139	83.394306
j63	TVC  	VORTAC  	44.667917	85.549972
j64	LAX  	VORTAC  	33.933139	118.432028
j64	CIVET	RPRT_PT 	34.034417	117.390889
j64	RESOR	RPRT_PT 	34.390083	116.961333
j64	HEC  	VORTAC  	34.797028	116.462917
j64	GLACO	RPRT_PT 	34.944472	115.967583
j64	PGS  	VORTAC  	35.624722	113.544472
j64	TBC  	VORTAC  	36.121333	111.269583
j64	COCAN	RPRT_PT 	36.312528	110.351972
j64	FMN  	VORTAC  	36.748361	108.098944
j64	PUB  	VORTAC  	38.294250	104.429444
j64	HLC  	VORTAC  	39.258750	100.225861
j64	PWE  	VORTAC  	40.200361	96.206278
j64	LMN  	VORTAC  	40.596750	93.967583
j64	JAVAS	RPRT_PT 	40.765611	92.788806
j64	ALBRT	RPRT_PT 	40.841389	92.228333
j64	BURKK	RPRT_PT 	40.969139	91.230833
j64	BDF  	VORTAC  	41.159722	89.587861
j64	WHETT	RPRT_PT 	41.160167	86.584083
j64	FWA  	VORTAC  	40.979083	85.188056
j64	GONER	RPRT_PT 	40.965667	84.200833
j64	MORES	COORDN FIX	40.898444	81.817944
j64	MAINE	RPRT_PT 	40.893361	81.688000
j64	EWC  	VORTAC  	40.825194	80.211556
j64	BURNI	RPRT_PT 	40.656833	77.803917
